Employee_ID,Age,Gender,Department,Job_Role,Education,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_Percentage,Training_Hours,Promotions_Last_5_Years,Attrition
361,48,Female,IT,Executive,Post Graduate,27,45080,1,73.3,34,0,Yes
362,46,Male,HR,Senior Manager,PhD,2,90253,4,68.57,56,3,No
363,57,Female,Marketing,Senior Manager,Post Graduate,4,106807,4,95.76,40,3,No
364,46,Other,Sales,Executive,High School,28,43266,4,78.01,26,1,No
365,43,Other,Operations,Analyst,Post Graduate,12,117345,3,81.21,14,3,No
366,29,Male,Finance,Associate,Post Graduate,3,59122,4,71.05,93,3,No
367,32,Other,Finance,Associate,Post Graduate,5,105864,4,98.51,70,3,No
368,21,Other,Marketing,Team Lead,Graduate,5,146787,2,84.45,35,1,No
369,21,Other,Operations,Senior Manager,PhD,10,127541,3,60.03,23,3,No
370,54,Male,HR,Executive,Post Graduate,26,133117,3,70.72,81,1,Yes
371,52,Male,Finance,Team Lead,Post Graduate,34,53036,2,99.97,23,3,Yes
372,45,Other,HR,Manager,Graduate,3,138354,1,98.99,95,2,No
373,21,Male,Marketing,Analyst,Diploma,26,63805,4,81.78,75,2,No
374,36,Female,Finance,Senior Manager,Post Graduate,15,144465,1,82.56,27,3,No
375,59,Other,IT,Analyst,Post Graduate,17,70303,2,96.06,74,1,No
376,25,Male,Sales,Senior Manager,Diploma,6,123613,2,88.34,2,0,Yes
377,42,Male,HR,Senior Manager,Post Graduate,10,126294,2,97.29,2,2,No
378,49,Other,Operations,Senior Manager,Post Graduate,7,123583,2,79.17,28,0,No
379,23,Male,HR,Analyst,Post Graduate,5,132788,5,99.04,31,0,No
380,32,Other,HR,Associate,PhD,4,141535,2,81.58,53,2,No
381,46,Male,HR,Manager,High School,5,57582,1,85.79,37,2,No
382,36,Female,Marketing,Associate,PhD,1,113387,2,63.3,94,0,No
383,57,Other,Marketing,Executive,Diploma,30,79908,1,84.47,55,1,No
384,42,Female,Operations,Executive,PhD,31,97005,2,90.71,64,2,No
385,49,Other,Marketing,Associate,PhD,8,130998,2,77.57,20,3,No
386,34,Male,Operations,Manager,Graduate,14,62647,5,80.1,40,2,No
387,48,Female,Operations,Manager,Diploma,20,24132,2,75.73,19,3,No
388,25,Male,Marketing,Senior Manager,Diploma,27,98320,4,98.76,59,2,No
389,50,Other,Finance,Senior Manager,Diploma,26,51248,5,79.06,74,3,Yes
390,25,Other,Marketing,Executive,PhD,4,68972,5,65.05,58,3,No
391,32,Other,Finance,Senior Manager,Diploma,16,75355,4,61.15,73,1,Yes
392,36,Other,IT,Senior Manager,Graduate,23,70310,5,90.9,54,1,No
393,46,Other,Marketing,Manager,Post Graduate,30,47955,2,81.91,2,0,No
394,46,Female,IT,Analyst,PhD,34,78348,4,60.11,13,2,No
395,41,Other,Marketing,Associate,Post Graduate,3,68982,2,75.3,44,2,No
396,59,Male,IT,Team Lead,Post Graduate,19,50540,5,96.56,94,2,Yes
397,56,Female,Sales,Team Lead,PhD,16,145188,3,97.91,98,1,Yes
398,53,Male,IT,Senior Manager,PhD,9,115884,4,62.14,59,2,No
399,50,Other,Finance,Senior Manager,Diploma,20,34323,1,64.94,48,2,No
400,57,Male,HR,Associate,Graduate,20,22211,5,60.19,8,0,No
401,43,Female,Operations,Team Lead,PhD,15,72547,3,94.75,53,1,No
402,30,Female,IT,Manager,Post Graduate,32,62003,5,62.84,69,0,No
403,25,Female,HR,Team Lead,PhD,9,47148,2,64.32,92,2,No
404,56,Male,Sales,Team Lead,Graduate,17,143125,2,69.1,51,0,No
405,54,Female,Sales,Team Lead,High School,32,130831,2,96.69,62,2,Yes
406,51,Male,Finance,Senior Manager,Post Graduate,28,113517,3,87.53,51,2,No
407,30,Other,Finance,Senior Manager,High School,30,98768,2,84.68,21,0,No
408,39,Other,IT,Associate,High School,23,81141,5,91.39,54,0,No
409,52,Male,Marketing,Team Lead,Graduate,11,98148,5,87.73,2,3,No
410,21,Female,Sales,Senior Manager,PhD,19,48666,5,89.84,1,2,No
411,25,Male,HR,Associate,High School,5,43858,4,62.95,58,3,No
412,24,Male,Marketing,Team Lead,Diploma,7,42640,5,83.59,27,1,Yes
413,36,Male,Sales,Manager,PhD,13,62937,2,90.13,36,3,Yes
414,44,Other,IT,Senior Manager,Post Graduate,4,31473,4,82.63,68,1,No
415,36,Male,Sales,Analyst,PhD,2,71209,4,60.47,8,3,No
416,22,Other,Finance,Associate,Graduate,21,26403,4,68.44,61,3,No
417,48,Male,HR,Senior Manager,Graduate,7,41065,4,98.52,31,3,No
418,52,Other,HR,Manager,Post Graduate,13,20429,3,88.19,80,0,No
419,47,Male,Finance,Manager,Post Graduate,6,73793,5,87.54,74,1,No
420,40,Male,Marketing,Senior Manager,Post Graduate,3,24282,3,86.41,34,3,No
421,44,Female,Finance,Executive,Graduate,18,70351,1,65.11,46,3,No
422,32,Female,HR,Associate,PhD,23,92357,3,60.16,17,1,No
423,55,Male,IT,Team Lead,High School,15,145564,4,77.63,35,3,No
424,53,Male,Marketing,Team Lead,High School,5,20434,5,77.77,18,2,No
425,53,Male,Operations,Manager,Diploma,7,97896,5,92.47,24,0,No
426,57,Male,Sales,Senior Manager,Graduate,24,135837,2,67.26,45,0,No
427,32,Female,Operations,Executive,Post Graduate,31,21460,3,71.0,59,0,No
428,23,Other,IT,Associate,PhD,24,117205,5,63.13,94,3,No
429,21,Male,Operations,Analyst,Graduate,9,83975,1,76.0,22,0,Yes
430,53,Female,Marketing,Team Lead,Diploma,16,42140,1,70.24,77,2,No
431,30,Male,HR,Associate,High School,2,71385,3,70.52,26,2,No
432,49,Male,HR,Associate,PhD,8,122843,2,70.16,34,1,No
433,33,Other,IT,Executive,High School,17,31213,1,69.26,76,3,No
434,32,Male,Operations,Associate,PhD,29,110424,2,72.79,54,0,Yes
435,51,Male,Marketing,Team Lead,Post Graduate,4,53252,3,81.47,35,2,No
436,22,Other,Sales,Senior Manager,PhD,31,71689,5,77.51,87,2,No
437,55,Other,Operations,Team Lead,Post Graduate,26,116711,2,62.54,96,3,No
438,43,Other,Operations,Analyst,Graduate,20,124121,1,77.03,70,0,No
439,37,Other,Sales,Senior Manager,High School,23,43328,2,93.85,8,1,No
440,46,Female,Finance,Manager,PhD,2,138546,5,64.03,20,1,No
441,28,Female,IT,Executive,PhD,15,124700,5,97.77,31,3,No
442,49,Female,Marketing,Team Lead,Diploma,14,106276,1,72.34,65,2,No
443,46,Male,IT,Senior Manager,High School,24,78823,2,60.58,43,2,No
444,30,Other,Sales,Associate,Graduate,7,19953,2,70.13,88,3,No
445,46,Other,Marketing,Senior Manager,Post Graduate,3,23840,4,62.79,64,3,No
446,54,Female,HR,Team Lead,Graduate,31,126391,1,82.66,74,3,No
447,27,Male,HR,Manager,Diploma,34,85482,2,72.65,79,0,No
448,24,Male,Marketing,Team Lead,Graduate,29,99110,3,92.28,86,0,Yes
449,31,Male,IT,Manager,Post Graduate,29,98705,4,89.31,14,1,No
450,49,Female,IT,Associate,High School,16,24719,1,78.74,26,3,No
451,56,Male,HR,Team Lead,Diploma,18,21149,5,82.42,15,3,No
452,45,Male,HR,Senior Manager,PhD,30,60279,1,84.35,45,2,No
453,41,Male,Sales,Analyst,PhD,16,147973,3,70.83,96,1,No
454,56,Other,Marketing,Analyst,High School,1,99905,3,65.58,71,1,Yes
455,30,Female,IT,Associate,Graduate,28,115154,5,75.06,47,3,No
456,57,Other,Sales,Senior Manager,PhD,29,106119,5,63.79,64,1,No
457,29,Other,IT,Analyst,Diploma,21,85691,5,72.59,18,1,No
458,44,Female,HR,Associate,Post Graduate,10,105636,4,82.1,89,2,No
459,55,Other,Marketing,Manager,Graduate,32,27202,3,81.6,36,1,Yes
460,55,Male,Finance,Senior Manager,Post Graduate,18,81616,5,64.82,57,3,No
461,56,Male,Marketing,Manager,Graduate,2,17021,3,60.33,54,2,No
462,38,Male,Operations,Senior Manager,Diploma,21,123654,4,63.56,52,3,Yes
463,59,Male,Finance,Manager,Post Graduate,17,122826,4,61.45,46,2,No
464,52,Female,Sales,Manager,Diploma,29,146842,3,76.02,2,0,No
465,44,Other,Finance,Analyst,Post Graduate,0,137868,5,75.59,87,3,No
466,43,Other,Finance,Senior Manager,Graduate,19,24933,1,69.66,85,1,No
467,52,Male,Sales,Team Lead,Diploma,4,43981,2,68.62,61,1,Yes
468,57,Male,Marketing,Analyst,Graduate,11,71097,3,75.86,0,2,Yes
469,32,Other,Sales,Manager,Graduate,10,61134,4,63.46,38,1,No
470,33,Female,Operations,Manager,Post Graduate,23,106470,5,68.57,72,1,No
471,43,Other,HR,Team Lead,Post Graduate,17,49364,2,76.23,32,1,No
472,45,Male,HR,Team Lead,Diploma,7,89283,3,63.79,22,0,Yes
473,55,Male,Finance,Manager,PhD,28,26763,1,93.63,33,3,No
474,50,Female,Sales,Team Lead,High School,21,52122,1,87.04,48,2,No
475,37,Other,Sales,Executive,Post Graduate,1,140640,4,75.32,48,2,No
476,40,Female,Sales,Analyst,Graduate,22,57607,4,66.02,98,3,No
477,45,Female,Operations,Senior Manager,High School,15,124555,4,67.77,48,0,No
478,42,Male,Operations,Team Lead,Diploma,7,97823,3,64.8,9,3,No
479,33,Other,Marketing,Team Lead,High School,3,42033,1,66.4,95,2,No
480,39,Male,IT,Executive,High School,13,126479,1,76.9,65,1,Yes
481,56,Other,IT,Senior Manager,PhD,8,135708,4,69.83,70,1,Yes
482,32,Male,IT,Executive,PhD,10,128036,4,95.38,87,1,Yes
483,39,Male,Marketing,Senior Manager,High School,15,116090,5,98.44,66,0,Yes
484,32,Other,Sales,Analyst,PhD,12,75039,1,87.65,75,0,No
485,29,Other,IT,Team Lead,PhD,16,120249,4,92.35,38,0,No
486,27,Male,Sales,Analyst,High School,13,17759,4,70.2,41,1,No
487,48,Other,Finance,Senior Manager,Post Graduate,28,75693,4,86.6,99,2,No
488,34,Male,IT,Team Lead,PhD,16,90449,5,62.32,90,0,No
489,51,Other,Finance,Executive,High School,0,126994,1,98.41,0,3,No
490,39,Male,Marketing,Manager,Post Graduate,19,116135,1,86.81,45,1,No
491,36,Male,HR,Executive,PhD,32,37896,1,72.67,35,1,Yes
492,25,Male,Operations,Manager,High School,1,23649,5,90.92,95,1,No
493,55,Female,Marketing,Executive,PhD,16,78506,3,60.63,90,1,No
494,32,Other,Marketing,Senior Manager,Post Graduate,22,73620,5,75.05,43,2,No
495,45,Male,Marketing,Analyst,High School,21,88067,2,95.83,30,1,No
496,41,Female,IT,Manager,Post Graduate,0,102232,5,70.53,96,1,No
497,56,Male,Finance,Senior Manager,Graduate,11,94504,2,86.72,57,2,No
498,43,Female,Operations,Analyst,Diploma,12,54970,4,74.4,95,3,No
499,36,Male,IT,Analyst,Graduate,13,124811,2,75.69,3,3,No
500,59,Male,HR,Team Lead,PhD,9,82144,5,89.84,52,2,No
501,59,Female,Operations,Team Lead,Post Graduate,11,65248,3,96.41,88,1,Yes
502,34,Female,Marketing,Team Lead,High School,21,64778,1,66.67,92,0,No
503,51,Other,Sales,Manager,Post Graduate,17,44863,5,71.08,56,0,No
504,25,Other,HR,Manager,PhD,18,100331,1,79.51,72,1,No
505,55,Female,Finance,Analyst,High School,29,146971,2,84.55,77,2,Yes
506,43,Other,HR,Manager,Graduate,14,145942,4,78.71,49,1,Yes
507,49,Female,IT,Analyst,Post Graduate,13,135768,4,92.22,4,1,No
508,31,Other,Sales,Senior Manager,Diploma,8,100975,5,90.72,51,2,No
509,38,Male,IT,Executive,PhD,4,109303,2,76.21,16,2,No
510,32,Other,Operations,Analyst,PhD,32,59577,2,61.62,31,0,Yes
511,29,Male,Marketing,Analyst,Post Graduate,4,115793,1,67.78,5,0,No
512,30,Male,Marketing,Senior Manager,Graduate,23,21594,2,79.48,68,1,No
513,37,Other,HR,Team Lead,Graduate,7,21377,3,97.1,92,2,Yes
514,58,Female,Marketing,Associate,Diploma,18,32176,4,82.7,91,3,No
515,27,Male,Marketing,Team Lead,Diploma,11,141423,3,81.22,60,1,No
516,33,Male,Operations,Team Lead,Post Graduate,7,65074,3,88.96,9,3,No
517,29,Other,Finance,Analyst,High School,7,16481,1,66.09,22,1,Yes
518,47,Female,Finance,Analyst,Graduate,19,71139,2,65.88,52,2,No
519,22,Female,IT,Manager,High School,28,23933,1,73.82,60,0,No
520,25,Other,IT,Manager,High School,33,114749,4,99.79,18,1,No
521,49,Female,Finance,Executive,Post Graduate,17,72718,1,95.04,3,2,No
522,57,Other,HR,Executive,Diploma,0,20768,3,87.2,45,0,No
523,58,Other,Finance,Associate,High School,10,86978,1,75.65,31,0,No
524,39,Other,IT,Manager,Post Graduate,34,89776,2,82.19,83,2,Yes
525,28,Male,Sales,Analyst,Diploma,31,15605,1,72.14,45,2,No
526,21,Male,Marketing,Senior Manager,High School,15,66265,2,86.97,61,2,No
527,42,Male,Operations,Manager,High School,5,20740,3,76.75,91,3,No
528,37,Other,Sales,Analyst,Diploma,8,64429,2,64.81,53,3,Yes
529,27,Male,Sales,Manager,Diploma,21,33441,2,68.6,99,1,No
530,45,Male,Marketing,Team Lead,PhD,7,112625,2,84.35,86,1,No
531,24,Male,Finance,Manager,PhD,31,125377,2,87.78,66,2,Yes
532,56,Other,HR,Associate,Post Graduate,25,96674,4,63.84,23,1,No
533,26,Other,Sales,Team Lead,Post Graduate,17,140647,5,92.33,65,1,No
534,51,Other,HR,Analyst,Graduate,11,93672,4,92.97,17,3,No
535,39,Male,Operations,Team Lead,PhD,33,113564,1,88.92,95,2,No
536,59,Female,Operations,Manager,Diploma,3,46812,4,87.34,47,1,No
537,47,Male,Operations,Team Lead,PhD,15,43709,4,69.27,45,2,No
538,30,Male,IT,Associate,Post Graduate,23,129654,2,96.78,47,1,No
539,46,Other,Sales,Senior Manager,Post Graduate,13,67717,1,70.74,61,3,No
540,39,Other,Operations,Team Lead,Post Graduate,16,35946,1,67.3,93,2,No
541,59,Male,IT,Associate,Diploma,30,37591,3,85.54,26,1,No
542,23,Male,Operations,Team Lead,High School,3,24395,2,74.56,61,0,No
543,33,Female,Finance,Executive,Post Graduate,33,30013,4,97.32,77,3,No
544,48,Female,Sales,Senior Manager,PhD,2,66164,3,78.41,64,0,No
545,40,Other,IT,Analyst,High School,7,74154,3,66.55,51,2,No
546,48,Female,Operations,Associate,PhD,11,70394,4,98.3,0,3,No
547,28,Female,IT,Team Lead,Post Graduate,34,39879,1,80.62,49,3,No
548,59,Other,Operations,Senior Manager,Diploma,1,26810,2,80.74,39,1,No
549,21,Female,Finance,Analyst,High School,28,77386,2,75.43,71,2,Yes
550,23,Male,HR,Senior Manager,High School,22,48934,4,93.44,16,0,Yes
551,33,Female,Operations,Associate,Post Graduate,32,39268,2,71.51,0,0,No
552,48,Other,HR,Executive,Post Graduate,17,53301,5,60.55,77,0,No
553,45,Male,Sales,Associate,Post Graduate,21,55852,3,79.89,76,3,No
554,53,Female,Finance,Associate,Graduate,13,20848,3,97.04,29,0,No
555,58,Male,Sales,Analyst,Diploma,28,56304,5,70.93,76,3,No
556,26,Male,HR,Analyst,Diploma,14,148613,2,70.65,66,0,No
557,52,Female,Finance,Team Lead,Post Graduate,14,102720,1,89.52,21,1,No
558,41,Female,Marketing,Manager,Graduate,3,128047,5,91.02,34,2,No
559,36,Other,Finance,Associate,Post Graduate,4,61315,5,77.42,55,2,Yes
560,41,Other,Finance,Analyst,Post Graduate,2,109062,3,93.35,13,1,No
561,31,Male,Marketing,Associate,Diploma,11,95215,1,66.88,44,1,No
562,57,Other,IT,Associate,Graduate,19,32159,1,74.68,85,3,No
563,56,Male,IT,Analyst,Diploma,19,139549,2,76.17,32,2,No
564,55,Male,IT,Executive,Post Graduate,0,30880,1,72.51,11,0,No
565,39,Other,HR,Executive,PhD,2,25199,2,68.71,23,1,No
566,40,Other,Finance,Associate,High School,8,112969,4,73.53,68,1,No
567,38,Other,Operations,Executive,Post Graduate,19,74003,5,60.72,56,3,No
568,34,Female,Marketing,Associate,Graduate,8,54946,5,88.13,8,3,No
569,35,Male,Operations,Team Lead,PhD,30,23798,2,87.36,1,2,No
570,51,Male,HR,Analyst,Graduate,27,43279,2,78.01,58,0,No
571,21,Male,Marketing,Associate,Post Graduate,34,75716,2,72.92,94,1,No
572,23,Other,Operations,Executive,Post Graduate,1,56964,5,77.36,28,1,No
573,36,Other,HR,Executive,High School,2,143245,2,97.46,92,3,No
574,43,Other,HR,Senior Manager,Graduate,13,84847,5,84.14,99,0,No
575,31,Other,HR,Senior Manager,PhD,16,101385,5,89.25,54,1,Yes
576,32,Other,Marketing,Executive,High School,34,73315,3,69.18,93,2,No
577,30,Female,Operations,Team Lead,Graduate,3,33672,3,63.79,21,3,No
578,52,Other,Operations,Manager,Post Graduate,29,126572,4,63.33,84,3,No
579,36,Male,Sales,Associate,High School,13,82904,4,78.88,48,2,Yes
580,28,Other,HR,Senior Manager,Post Graduate,26,39137,1,88.67,11,3,No
581,58,Male,IT,Associate,Diploma,12,129594,2,90.96,70,3,No
582,32,Other,Finance,Senior Manager,Diploma,19,146355,5,88.82,88,0,No
583,44,Other,Sales,Analyst,High School,23,29208,1,96.51,7,2,No
584,48,Male,Sales,Analyst,High School,9,57994,3,62.08,96,1,No
585,28,Male,Marketing,Executive,Graduate,6,37710,5,94.21,15,3,No
586,48,Male,Sales,Analyst,PhD,16,143327,1,86.43,39,2,No
587,56,Male,Operations,Analyst,PhD,21,21243,3,67.02,44,0,No
588,46,Female,Marketing,Manager,Diploma,10,64907,4,87.3,63,2,No
589,28,Male,Marketing,Team Lead,Diploma,22,131967,2,80.47,62,1,Yes
590,48,Other,IT,Executive,Diploma,21,145387,2,74.36,50,1,No
591,48,Other,HR,Manager,Post Graduate,17,132349,1,69.92,9,3,No
592,57,Female,Sales,Executive,PhD,25,85360,3,78.57,75,2,No
593,56,Male,HR,Team Lead,High School,29,64391,1,69.57,85,3,No
594,47,Other,HR,Executive,Diploma,12,117669,3,63.31,70,0,Yes
595,37,Female,HR,Associate,Graduate,3,132275,3,93.84,44,0,No
596,29,Other,Marketing,Associate,High School,26,114613,2,83.71,84,3,No
597,53,Female,HR,Associate,High School,9,41993,4,74.55,55,2,No
598,40,Female,Sales,Analyst,High School,27,73487,4,77.87,85,0,No
599,33,Male,Marketing,Team Lead,PhD,20,17470,5,94.59,72,1,No
600,48,Female,Sales,Manager,Diploma,10,101760,3,72.79,83,3,Yes
601,49,Other,Marketing,Manager,Graduate,19,54182,2,75.21,12,0,No
602,33,Other,Finance,Senior Manager,Post Graduate,18,81133,3,90.64,63,2,No
603,55,Male,Finance,Manager,Graduate,9,139452,5,68.02,87,1,No
604,26,Male,Finance,Associate,Graduate,14,101939,2,86.37,29,3,Yes
605,38,Female,Finance,Associate,Graduate,17,141746,3,77.37,51,1,No
606,25,Male,Marketing,Senior Manager,Post Graduate,6,17899,4,80.01,53,3,No
607,45,Other,HR,Analyst,Graduate,29,117294,4,91.48,56,3,No
608,22,Other,IT,Manager,Graduate,13,50516,5,99.73,17,2,Yes
609,30,Male,Operations,Team Lead,Diploma,29,91318,4,93.26,24,0,No
610,50,Male,IT,Senior Manager,Diploma,26,28586,3,66.42,52,0,No
611,25,Male,Finance,Manager,Diploma,16,26222,5,68.98,19,3,No
612,53,Female,HR,Analyst,High School,29,108493,1,76.4,10,1,No
613,21,Female,Sales,Team Lead,Graduate,17,111127,5,88.77,39,1,No
614,38,Other,HR,Team Lead,PhD,2,145179,4,80.37,97,2,No
615,52,Female,Sales,Analyst,PhD,27,41287,2,96.07,22,0,No
616,31,Female,IT,Manager,PhD,29,144908,5,61.95,89,1,No
617,41,Female,HR,Executive,Post Graduate,20,117405,3,70.34,86,0,No
618,46,Female,HR,Manager,Diploma,19,71907,5,68.77,41,2,No
619,45,Other,Operations,Senior Manager,Diploma,21,99336,4,89.77,46,3,No
620,42,Male,IT,Senior Manager,Diploma,20,47432,5,78.59,55,1,No
621,47,Other,HR,Manager,Post Graduate,23,40654,3,60.6,32,2,Yes
622,33,Female,Sales,Associate,Graduate,20,134976,3,90.94,88,0,No
623,53,Male,HR,Senior Manager,High School,6,108496,4,74.47,97,0,No
624,54,Male,Sales,Executive,Diploma,7,91693,3,70.42,25,3,No
625,55,Male,Finance,Associate,Graduate,21,115779,4,67.31,68,3,No
626,21,Other,HR,Executive,PhD,21,130526,5,97.84,28,1,No
627,41,Male,Sales,Team Lead,High School,29,149759,5,97.68,93,1,No
628,26,Other,IT,Senior Manager,PhD,33,48794,1,63.06,59,2,No
629,48,Other,Finance,Associate,Graduate,28,86331,4,69.31,90,1,No
630,37,Female,HR,Manager,Graduate,9,25769,2,85.84,36,3,Yes
631,25,Female,Operations,Associate,PhD,4,34552,4,86.82,24,0,Yes
632,51,Male,Sales,Team Lead,High School,33,66186,5,76.71,73,3,No
633,25,Male,Operations,Executive,PhD,9,69302,5,82.74,43,1,No
634,58,Female,HR,Team Lead,PhD,8,20077,3,88.11,33,0,No
635,23,Other,Sales,Analyst,PhD,31,39723,1,98.02,11,3,No
636,43,Other,HR,Senior Manager,High School,4,31019,2,89.0,92,1,No
637,57,Female,Finance,Manager,Post Graduate,34,56006,1,64.41,38,3,No
638,57,Other,Finance,Executive,High School,10,73611,4,88.71,18,3,No
639,30,Female,HR,Team Lead,PhD,15,96152,4,62.71,18,3,No
640,30,Female,HR,Manager,Diploma,26,144677,5,80.1,28,3,No
641,39,Male,Marketing,Senior Manager,Diploma,19,82200,3,81.08,65,3,No
642,37,Male,HR,Manager,Graduate,0,136353,2,91.13,89,3,No
643,41,Female,HR,Senior Manager,Post Graduate,25,27232,3,60.46,97,3,Yes
644,34,Male,Operations,Senior Manager,Graduate,10,113189,2,94.99,93,3,Yes
645,29,Female,Operations,Senior Manager,Graduate,14,58963,1,86.56,75,2,No
646,21,Other,Finance,Team Lead,Diploma,17,33406,5,61.25,19,3,Yes
647,33,Other,Operations,Senior Manager,High School,23,136897,3,66.4,56,3,No
648,24,Other,HR,Manager,Graduate,27,142162,4,61.58,96,2,No
649,21,Other,IT,Analyst,Graduate,24,24379,5,90.64,8,0,No
650,52,Female,HR,Manager,Post Graduate,22,18053,2,66.84,1,2,No
651,54,Other,Marketing,Team Lead,Diploma,10,115347,5,61.82,27,1,Yes
652,48,Other,Sales,Senior Manager,High School,32,106388,4,65.52,33,0,Yes
653,51,Other,Finance,Analyst,Post Graduate,15,142445,4,82.38,20,1,No
654,28,Other,Operations,Team Lead,High School,22,34338,2,79.82,82,0,Yes
655,59,Female,IT,Executive,High School,5,23455,5,69.85,77,3,Yes
656,46,Other,Sales,Executive,Graduate,23,100211,3,97.72,80,0,No
657,54,Male,IT,Executive,Post Graduate,5,142742,5,94.19,55,3,No
658,23,Male,Finance,Analyst,Graduate,9,107805,4,72.58,4,0,No
659,32,Male,Operations,Manager,PhD,21,40805,2,78.98,84,3,No
660,21,Male,Marketing,Analyst,High School,22,132704,1,80.67,21,2,No
661,25,Male,Finance,Analyst,Post Graduate,4,71109,1,90.25,58,2,No
662,50,Male,IT,Analyst,Diploma,27,101053,5,77.12,39,2,Yes
663,50,Female,IT,Executive,Graduate,8,36144,4,81.86,83,0,Yes
664,37,Male,Finance,Associate,PhD,27,36249,5,76.5,91,3,No
665,43,Other,HR,Manager,PhD,24,130160,2,90.51,62,3,No
666,35,Male,Finance,Associate,PhD,26,88239,3,82.24,31,3,No
667,57,Female,Operations,Associate,Graduate,23,46076,1,93.11,44,2,No
668,41,Male,Operations,Analyst,Diploma,15,125073,5,62.15,82,2,No
669,34,Other,Marketing,Manager,Post Graduate,1,85210,4,96.17,91,0,No
670,22,Other,Finance,Associate,High School,1,52098,1,92.78,86,2,No
671,31,Female,Sales,Senior Manager,Diploma,4,66293,1,92.74,32,0,No
672,59,Female,Operations,Analyst,Graduate,20,75230,3,65.61,81,2,No
673,58,Female,Operations,Analyst,Post Graduate,9,109856,5,70.54,34,0,No
674,54,Female,Operations,Analyst,High School,17,61764,3,99.21,45,0,No
675,58,Male,HR,Senior Manager,Post Graduate,25,80501,4,98.01,35,0,No
676,54,Male,Sales,Senior Manager,High School,19,35495,4,69.06,61,2,No
677,38,Other,Finance,Executive,High School,20,39939,5,77.32,82,0,No
678,50,Female,HR,Team Lead,PhD,1,132145,1,66.24,89,0,Yes
679,35,Female,Operations,Manager,Graduate,32,37701,2,70.51,99,1,No
680,47,Male,Sales,Team Lead,Diploma,22,99153,3,67.39,25,1,No
681,54,Female,Sales,Analyst,PhD,30,128693,1,63.24,6,0,No
682,58,Other,HR,Associate,PhD,3,141029,4,83.18,86,0,No
683,53,Other,Operations,Analyst,Post Graduate,2,58129,4,69.63,4,2,No
684,44,Female,HR,Associate,High School,9,110406,1,99.69,86,3,No
685,35,Other,IT,Executive,High School,31,94754,1,80.62,99,2,Yes
686,50,Other,Operations,Team Lead,Post Graduate,26,93426,4,74.36,31,0,No
687,37,Male,HR,Analyst,Graduate,18,134713,3,96.53,78,2,No
688,25,Other,Finance,Team Lead,High School,0,88019,3,84.83,90,2,Yes
689,49,Female,Operations,Executive,PhD,25,142032,1,65.08,80,0,No
690,24,Female,Marketing,Team Lead,PhD,12,74799,5,79.91,83,2,No
691,30,Other,Operations,Associate,High School,34,101547,4,77.64,56,3,No
692,37,Female,IT,Manager,High School,1,18440,2,90.61,79,1,No
693,30,Male,HR,Executive,Graduate,21,86268,4,87.75,61,3,No
694,37,Other,Marketing,Team Lead,High School,27,20152,3,74.83,27,2,No
